DoubleTree by Hilton Windsor Hotel & Suites,null,Description,257,null,Windsor,82%,null
Ivy Rose Motor Inn,null,Description,73,null,Windsor,56%,null
Quality Inn & Suites Downtown,null,Description,197,null,Windsor,80%,null
TownePlace Suites by Marriott Windsor,null,null,The price was CA $229
CA $229
The price is CA $206
CA $206,null,Studio, 1 King Bed with Sofa bed,null,null
Caesars Windsor,null,null,The price is CA $199
CA $199,null,Forum Tower Deluxe Room 2 Bed Non Smoking (Adult only Forum Tower),null,null
DoubleTree by Hilton Windsor Hotel & Suites,null,null,The price is CA $190
CA $190,null,Room, 1 Queen Bed, Accessible (Mobility & Hearing, Roll-In Shower),null,null
Stonecroft Inn,null,null,The price is CA $150
CA $150,null,Standard Single Room,null,null
Holiday Inn Express Windsor Waterfront, an IHG Hotel,null,null,The price is CA $189
CA $189,null,Standard Room, 2 Queen Beds, City View,null,null
Comfort Inn & Suites Ambassador Bridge,null,null,The price is CA $142
CA $142,null,Standard Room, 2 Queen Beds (2nd Floor),null,null
Howard Johnson Plaza Hotel by Wyndham Windsor,null,null,The price is CA $93
CA $93,null,Standard Room, 1 Queen Bed, Non Smoking,null,null
Residence & Conference Centre - Windsor,null,null,The price is CA $118
CA $118,null,Standard Room, 2 Double Beds,null,null
Comfort Inn Windsor,null,null,The price is CA $138
CA $138,null,Room, 2 Queen Beds (2nd Floor),null,null
Travelodge by Wyndham Windsor,null,null,The price is CA $136
CA $136,null,Room, 1 Queen Bed, Accessible, Non Smoking,null,null
Lexington Inn & Suites Windsor,null,null,The price is CA $99
CA $99,null,Room, 2 Queen Beds, Non Smoking,null,null
Four Points by Sheraton Windsor Downtown,null,null,The price was CA $214
CA $214
The price is CA $193
CA $193,null,Room, 1 Queen Bed, City View,null,null
TownePlace Suites by Marriott Windsor,null,null,The price was CA $229
CA $229
The price is CA $206
CA $206,null,Studio, 1 King Bed with Sofa bed,null,null
Hampton Inn & Suites by Hilton Windsor,null,null,The price is CA $219
CA $219,null,1 KING STUDY SOFABED NS,null,null
Super 8 by Wyndham Ambassador Bridge Windsor ON,null,null,The price is CA $107
CA $107,null,Room, 1 Queen Bed, Non Smoking (Second Floor),null,null
Super 8 by Wyndham Windsor/Dougall,null,null,The price is CA $131
CA $131,null,Room, 1 Queen Bed, Non Smoking (2nd Floor),null,null
Kenora Motel,null,null,The price is CA $86
CA $86,null,Standard Room, 1 King Bed, Non Smoking,null,null
Ye Olde Walkerville Bed & Breakfast,null,null,The price is CA $116
CA $116,null,Standard Room, 1 Queen Bed,null,null
Cozy Family Room with King Size Bed and attached Room all for One Price,null,null,The price is CA $68
CA $68,null,Entire home,null,null
Housing Albert,null,null,The price is CA $74
CA $74,null,City Single Room 5,null,null
Residence & Conference Centre - Windsor,null,null,Windsor,null,111,78%,null
Comfort Inn & Suites Ambassador Bridge,null,null,Windsor,null,166,78%,null
Travelodge by Wyndham Windsor,null,null,Windsor,null,97,70%,null
Super 8 by Wyndham Windsor/Dougall,null,null,Windsor,null,133,78%,null
Caesars Windsor,null,null,Windsor,null,266,84%,null
Lexington Inn & Suites Windsor,null,null,Windsor,null,104,72%,null
Quality Inn & Suites Downtown,null,null,Windsor,null,197,80%,null
DoubleTree by Hilton Windsor Hotel & Suites,null,null,Windsor,null,257,82%,null
Super 8 by Wyndham Ambassador Bridge Windsor ON,null,null,Windsor,null,140,72%,null
Kenora Motel,null,null,Windsor,null,103,84%,null
